Op,theta0,L0,omega,phi,ell,Oeq,Ub,Ut,Ua,Utotal,exitflag
2.52,3.95840674352314,0.247400421470196,4.62952849213505,1.29067075140904,0.0595964562312346,2.64294600156414,0.296357977194058,0.240746375472527,9.95961147326209e-05,0.537203948781317,2
2.53,3.97411470679109,0.248382169174443,4.63197049669435,1.29461102293336,0.0596244487820018,2.65218775535312,0.291308424593216,0.234649260153274,0.00010014875425028,0.52605783350074,2
2.54,3.98982267005904,0.24936391687869,4.63438871655013,1.29858186374387,0.0596527218712137,2.66140832910771,0.286207576470962,0.228539956875406,0.000100704187641782,0.51484823753401,2
2.55,4.00553063332699,0.250345664582937,4.6367834545284,1.30258480728576,0.0596812774446947,2.67060751897139,0.281055257505843,0.222420063061115,0.000101241223803421,0.503576561790761,2
2.56,4.02123859659494,0.251327412287183,4.63915504090753,1.30662154625971,0.0597101146998754,2.67978525107786,0.275851375093138,0.21629107534735,0.000101747272129625,0.492244197712618,2
2.57,4.03694655986288,0.25230915999143,4.64150372129191,1.31069375147474,0.0597392405626245,2.68894114702778,0.270595468215919,0.210154796314161,0.000102263355396828,0.480852527885477,2
2.58,4.05265452313083,0.253290907695677,4.64382982689528,1.31480337372828,0.0597686524697789,2.69807518319908,0.265287681154451,0.204012505149891,0.000102740347351578,0.469402926651693,2
2.59,4.06836248639878,0.254272655399924,4.64613360774644,1.31895236826828,0.0597983557939257,2.70718704110029,0.259927510489675,0.197866041747696,0.000103208521243864,0.457896760758614,2
2.6,4.08407044966673,0.255254403104171,4.64841536037865,1.32314293270863,0.0598283504296276,2.71627660656353,0.254514861126165,0.191716884897962,0.00010364394490774,0.446335389969034,2
2.61,4.09977841293468,0.256236150808417,4.65067529734755,1.32737728563742,0.0598586441841283,2.7253434512462,0.249049205301616,0.185566882048145,0.000104080372421498,0.434720167722182,2
2.62,4.11548637620263,0.257217898512664,4.65291371659589,1.33165799723077,0.0598892359684443,2.7343875076533,0.24353047797225,0.179417466094103,0.000104497726460998,0.423052441792815,2
2.63,4.13119433947058,0.258199646216911,4.65513085129861,1.3359877319635,0.0599201301043257,2.74340846841053,0.237958332618836,0.173270338272555,0.000104884065742613,0.411333554957134,2
2.64,4.14690230273853,0.259181393921158,4.657326909415,1.34036934071056,0.0599513334674394,2.75240593991467,0.232332208439163,0.167127368513777,0.000105268733658875,0.399564845686599,2
2.65,4.16261026600648,0.260163141625405,4.65950214335958,1.34480602789105,0.059982847568715,2.76137972739595,0.226651942916455,0.160990083073083,0.000105622854439613,0.387747648843977,2
2.66,4.17831822927443,0.261144889329652,4.66165680599266,1.34930130261219,0.0600146740872458,2.77032965800334,0.22091726812442,0.154860073121354,0.000105955161673002,0.375883296407448,2
2.67,4.19402619254237,0.262126637033898,4.66379107600605,1.35385885776655,0.0600468210396824,2.77925526797683,0.21512762780327,0.148739212949819,0.000106277459061151,0.36397311821215,2
2.68,4.20973415581032,0.263108384738145,4.66590513823939,1.35848277549726,0.0600792950621144,2.78815613166071,0.209282430747334,0.142629439934373,0.00010657202460301,0.35201844270631,2
2.69,4.22544211907827,0.264090132442392,4.66799919275355,1.36317760336843,0.0601121017961808,2.79703190116881,0.203381310027516,0.136532423315735,0.000106864393639758,0.340020597736891,2
2.7,4.24115008234622,0.265071880146639,4.67007347104096,1.36794846107544,0.0601452427450165,2.8058823781306,0.19742390245225,0.130449882389081,0.000107126522853204,0.327980911364185,2
2.71,4.25685804561417,0.266053627850886,4.67212814332137,1.37280090640488,0.0601787254047136,2.81470711884492,0.191409697973101,0.124383640021596,0.000107374696044294,0.315900712690741,2
2.72,4.27256600888212,0.267035375555132,4.67416334510059,1.37774107541115,0.0602125596539302,2.82350554102923,0.185337989601793,0.11833574908471,0.000107594052840968,0.303781332739344,2
2.73,4.28827397215007,0.268017123259379,4.67617934499653,1.38277620889121,0.0602467434527868,2.83227765174858,0.179208676005821,0.112307617921626,0.000107811415319273,0.291624105342766,2
2.74,4.30398193541802,0.268998870963626,4.67817621470966,1.3879139803461,0.060281291651941,2.84102261635203,0.173020753825645,0.10630162170177,0.000107992565064441,0.27943036809248,2
2.75,4.31968989868597,0.269980618667873,4.68015412855241,1.39316340081072,0.0603162104447383,2.8497400553652,0.166773673689613,0.100319620031984,0.000108169581734879,0.267201463303332,2
2.76,4.33539786195391,0.27096236637212,4.68211324430956,1.39853474625836,0.0603515064703003,2.85842952896853,0.160466982036339,0.0943634304228707,0.000108326582278313,0.254938739041488,2
2.77,4.35110582522186,0.271944114076366,4.68405369985373,1.40403981862741,0.0603871878144063,2.8670905197079,0.154099913905836,0.0884351977127986,0.00010843856442886,0.242643550183063,2
2.78,4.36681378848981,0.272925861780613,4.68597561783565,1.40969230766395,0.0604232651392546,2.87572245102299,0.147671724932007,0.0825369700704432,0.000108564532434525,0.230317259534885,2
2.79,4.38252175175776,0.27390760948486,4.68787912200932,1.41550830055,0.0604597468405503,2.88432475931249,0.141181741523903,0.076670850845038,0.000108646634788124,0.21796123900373,2
2.8,4.39822971502571,0.274889357189107,4.68976434333671,1.42150692444414,0.0604966419776323,2.8928969221159,0.13462928971049,0.0708388582594967,0.000108722859943558,0.20557687082993,2
2.81,4.41393767829366,0.275871104893354,4.6916313787566,1.42771105781723,0.0605339612893173,2.90143827009725,0.128013523170159,0.0650432757087033,0.000108750003686404,0.193165548882548,2
2.82,4.42964564156161,0.276852852597601,4.69348031374187,1.43414856086474,0.0605717181114397,2.90994808664072,0.121333543282135,0.0592863493080791,0.000108787439727718,0.180728680029942,2
2.83,4.44535360482956,0.277834600301847,4.69531126879288,1.44085411493794,0.0606099207537206,2.91842582237448,0.114588604490535,0.0535702761796359,0.000108804922346685,0.168267685592517,2
2.84,4.46106156809751,0.278816348006094,4.69712431392097,1.44787138641731,0.0606485820462532,2.92687070069428,0.107777838586456,0.0478974010137457,0.00010876326830245,0.155784002868505,2
2.85,4.47676953136546,0.279798095710341,4.69891950689687,1.45525690650796,0.060687717659047,2.93528189072343,0.100900158524875,0.042270194956933,0.000108733290036003,0.143279086771844,2
2.86,4.4924774946334,0.280779843414588,4.70069691675955,1.46308618669161,0.0607273403059052,2.94365861695258,0.0939546636575801,0.0366910673134643,0.00010868058971869,0.130754411560763,2
2.87,4.50818545790135,0.281761591118835,4.70245659929041,1.47146381165432,0.060767464071529,2.95200004439665,0.0869403241222055,0.0311625643377087,0.00010858421747051,0.118211472677385,2
2.88,4.5238934211693,0.282743338823081,4.70419862420145,1.48054211216571,0.0608081023832053,2.96030540698238,0.0798562271618146,0.0256870868843286,0.000108474683771123,0.105651788729914,2
2.89,4.53960138443725,0.283725086527328,4.70592298018019,1.49055780608516,0.0608492758418557,2.9685735530602,0.0727010149200026,0.020267546821016,0.000108341850095591,0.0930769035911142,2
2.9,4.5553093477052,0.284706834231575,4.70762971987811,1.50191819410217,0.0608909986745981,2.97680363572678,0.0654737031517044,0.0149065106842088,0.000108174820132327,0.0804883886560455,2
2.91,4.57101731097315,0.285688581935822,4.7093188405035,1.51544412727087,0.0609332912509391,2.98499454110061,0.0581729803100653,0.00960685551949196,0.00010800944570557,0.0678878452752628,2
2.92,4.5867252742411,0.286670329640069,4.71099033204286,1.53341524683853,0.0609761731004241,2.99314511685109,0.0507975947039978,0.0043715238459768,0.00010778880640802,0.0552769073563826,2
2.93,4.60243323750905,0.287652077344315,4.7123794427663,1.56770803313312,0.0610460497606099,2.9999531477055,0.042549865528652,2.84667441459712e-05,0.00010271003963872,0.0426810423124366,2
2.94,4.618141200777,0.288633825048562,4.71238897038469,1.57069632679405,0.0612529325296621,2.99999995087554,0.0311752766869474,3.40478308045029e-08,7.47773328058221e-05,0.0312500880675841,2
2.95,4.63384916404494,0.289615572752809,4.71238897038469,1.57069632679405,0.0614607690986208,2.99999995087554,0.0215768068418213,3.63410774809046e-08,5.1406673834995e-05,0.0216282498567338,2
2.96,4.64955712731289,0.290597320457056,4.71238897038469,1.57069632679405,0.0616686088500728,2.99999995087554,0.0137629510156056,3.85056419562937e-08,3.25661667192242e-05,0.0137955556879668,2
2.97,4.66526509058084,0.291579068161303,4.71238897038469,1.57069632679405,0.061876452106823,2.99999995087554,0.00771584217405,4.05550798546696e-08,1.81369395442098e-05,0.00773401966867406,2
2.98,4.68097305384879,0.292560815865549,4.71238897038469,1.57069632679405,0.0620842983976113,2.99999995087554,0.00341787482630252,4.24953890681011e-08,7.97829978167058e-06,0.00342589562147325,2
2.99,4.69668101711674,0.293542563569796,4.71238897038469,1.57069632679405,0.0622921482562917,2.99999995087554,0.000851652864253563,4.43159774597888e-08,1.97592745758647e-06,0.00085367310768861,2
3,4.71238898038469,0.294524311274043,4.71238897038469,1.57069632679405,0.0625000010662737,2.99999995087554,2.75053894974717e-08,4.60377499660712e-08,5.78205552028622e-14,7.35431972840981e-08,2
