Op,theta0,L0,omega,phi,ell,Oeq,Ub,Ut,Ua,Utotal,exitflag
2.42,3.80132711084365,0.237582944427728,4.60372551781756,1.25266473890694,0.0593317045831249,2.54939612298221,0.344060569217812,0.300703959016756,9.29677694542231e-05,0.644857496004022,2
2.43,3.8170350741116,0.238564692131975,4.60642449858239,1.25636790305565,0.0593569431686272,2.55884199867871,0.339517835605496,0.294814198209657,9.37139875187327e-05,0.634425747802672,2
2.44,3.83274303737955,0.239546439836222,4.60909605341249,1.26009004052089,0.0593824572787697,2.56826792093741,0.334924544939144,0.288896873529084,9.44394438228711e-05,0.62391585791205,2
2.45,3.8484510006475,0.240528187540469,4.61174060875317,1.26383209209628,0.0594082451150602,2.57767385832438,0.330280881225959,0.282953334175037,9.51392054303363e-05,0.613329354606427,2
2.46,3.86415896391545,0.241509935244715,4.6143585489726,1.26759499772498,0.0594343078181547,2.58705966216263,0.325586675495513,0.276985255758849,9.58195274279848e-05,0.60266775078179,2
2.47,3.87986692718339,0.242491682948962,4.61695027752587,1.27137978598748,0.0594606442818673,2.59642528281014,0.320841977989092,0.270994078773722,9.64877757193808e-05,0.591932544538534,2
2.48,3.89557489045134,0.243473430653209,4.6195161735513,1.27518751595988,0.0594872544899469,2.6057706140339,0.316046727825252,0.264981353430434,9.71385132286837e-05,0.581125219768914,2
2.49,3.91128285371929,0.244455178357456,4.62205658381571,1.27901926706006,0.0595141407711772,2.61509546021418,0.311200763188965,0.258948701022686,9.77825297437341e-05,0.570247246741395,2
2.5,3.92699081698724,0.245436926061703,4.62457187968791,1.28287622846744,0.0595413020955036,2.62439974363392,0.306304114836588,0.252897574513407,9.8393340125215e-05,0.559300082690121,2
2.51,3.94269878025519,0.246418673765949,4.62706239837237,1.28675961571516,0.0595687408394973,2.6336832884146,0.301356520077819,0.246829643464818,9.90088529260643e-05,0.548285172395563,2
